respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.055280350148677826,0.19566597044467926
26708,0.02791322022676468,0.027578171342611313
26709,0.1623663455247879,0.42648404836654663
26710,0.7251920700073242,0.8711137175559998
26711,0.2646506726741791,0.4411582350730896
26712,0.715123176574707,0.9535247087478638
26713,0.1896391063928604,0.4600629210472107
26714,0.15695767104625702,0.16268831491470337
26715,0.011044912971556187,0.0952853187918663
26716,0.3381813168525696,0.9232515096664429
26717,0.002100767334923148,0.21877194941043854
26718,0.23726563155651093,0.5610066056251526
26719,0.04904520511627197,0.9136123061180115
26720,0.019943412393331528,0.11300425976514816
26721,0.20415805280208588,0.21661125123500824
26722,0.04467269778251648,0.06117893010377884
26723,0.8374284505844116,0.8598240613937378
26724,0.021019138395786285,0.4718225300312042
26725,0.00573286646977067,0.0513429194688797
26726,0.010028079152107239,0.03264133632183075
26727,0.4545087516307831,0.8405112028121948
26728,0.20609351992607117,0.5999041795730591
26729,0.1656137853860855,0.8463621735572815
26730,0.021660923957824707,0.20796379446983337
26731,0.014062013477087021,0.2557472586631775
26732,0.057316459715366364,0.08929454535245895
26733,0.9528903365135193,0.9720445275306702
26734,0.7652486562728882,0.5098587870597839
26735,0.1702028065919876,0.35415253043174744
26736,0.10002674162387848,0.18178099393844604
26737,0.04559127613902092,0.09950507432222366
26738,0.8065221905708313,0.8796507120132446
26739,0.13683846592903137,0.2957976758480072
26740,0.1446542590856552,0.10821639746427536
26741,0.05039665475487709,0.8756601810455322
26742,0.08093823492527008,0.3843011260032654
26743,0.07596531510353088,0.5748657584190369
26744,0.012545505538582802,0.6155868172645569
26745,0.0319899320602417,0.8594772815704346
26746,0.18472425639629364,0.29083025455474854
26747,0.03205708786845207,0.09612385928630829
26748,0.05137269198894501,0.03377493470907211
26749,0.08119700103998184,0.7192440032958984
26750,0.43635621666908264,0.8128464818000793
26751,0.5559404492378235,0.7592498064041138
26752,0.03549041226506233,0.03415721654891968
26753,0.38109761476516724,0.6653845310211182
26754,0.15047836303710938,0.46980568766593933
26755,0.16325980424880981,0.33591026067733765
26756,0.014847787097096443,0.025865286588668823
26757,0.11715924739837646,0.4532402753829956
26758,0.43005049228668213,0.8079233169555664
26759,0.013102296739816666,0.18436777591705322
26760,0.014796769246459007,0.024254735559225082
26761,0.2978208363056183,0.5756810903549194
26762,0.16411572694778442,0.8621392250061035
26763,0.905314028263092,0.9514850378036499
26764,0.9431641101837158,0.9634274244308472
26765,0.010263195261359215,0.7061418890953064
26766,0.09068571031093597,0.11426270008087158
26767,0.8447666764259338,0.7775089144706726
26768,0.008780980482697487,0.4496059715747833
26769,0.04013780131936073,0.11426301300525665
26770,0.05441580340266228,0.38049814105033875
26771,0.020798370242118835,0.09765970706939697
26772,0.029359761625528336,0.3598056435585022
26773,0.02516903355717659,0.36427515745162964
26774,0.015415358357131481,0.3666646480560303
26775,0.016918282955884933,0.34279921650886536
26776,0.3998187184333801,0.3621772527694702
26777,0.06201917305588722,0.9181656241416931
26778,0.08732176572084427,0.0748080238699913
26779,0.1817338764667511,0.5922672748565674
26780,0.016909871250391006,0.9429103136062622
26781,0.01495355274528265,0.4081285893917084
26782,0.040504150092601776,0.21945925056934357
26783,0.025569694116711617,0.25987792015075684
26784,0.14155814051628113,0.7116701006889343
26785,0.39672067761421204,0.612262487411499
26786,0.02334751933813095,0.1912362277507782
26787,0.045439183712005615,0.37857887148857117
26788,0.01736518181860447,0.8630942702293396
26789,0.011979572474956512,0.2252313494682312
26790,0.02071019448339939,0.21488219499588013
26791,0.05678156018257141,0.07633908092975616
26792,0.04906413331627846,0.5981981754302979
26793,0.13585151731967926,0.9341971278190613
26794,0.6781497597694397,0.795348048210144
26795,0.04944673553109169,0.9696379899978638
26796,0.045222118496894836,0.04371851310133934
26797,0.18342049419879913,0.644416332244873
26798,0.17027835547924042,0.1470690667629242
26799,0.24686570465564728,0.182814821600914
26800,0.028402598574757576,0.9039909839630127
26801,0.23041509091854095,0.30318403244018555
26802,0.06311081349849701,0.1202210858464241
26803,0.033950965851545334,0.16571125388145447
26804,0.02785039320588112,0.07225468009710312
26805,0.05647783726453781,0.1323079913854599
26806,0.02134072408080101,0.8455542325973511
26807,0.22198918461799622,0.9096552729606628
26808,0.09438919275999069,0.40065547823905945
26809,0.47592437267303467,0.1867464780807495
26810,0.021209020167589188,0.039565570652484894
26811,0.013741621747612953,0.04052761197090149
26812,0.26287809014320374,0.7614924311637878
26813,0.5247431397438049,0.3684980571269989
26814,0.011218591593205929,0.43212324380874634
26815,0.009837252087891102,0.03946862742304802
26816,0.05069795250892639,0.14704738557338715
26817,0.041641250252723694,0.5510899424552917
26818,0.1273827850818634,0.2680648863315582
26819,0.17478187382221222,0.21026164293289185
26820,0.045303426682949066,0.19747555255889893
26821,0.028588980436325073,0.3813086152076721
26822,0.11246445029973984,0.4996151924133301
26823,0.4366064965724945,0.5286368727684021
26824,0.010528136976063251,0.6581145524978638
26825,0.49038010835647583,0.7002479434013367
26826,0.0504097081720829,0.6761009693145752
26827,0.010958589613437653,0.034664589911699295
26828,0.05404823273420334,0.4737953841686249
26829,0.8518826961517334,0.9277253150939941
26830,0.011027717962861061,0.6358687281608582
26831,0.13899369537830353,0.7989228367805481
26832,0.045065224170684814,0.7724514007568359
26833,0.006828070152550936,0.23170006275177002
26834,0.07174985855817795,0.3253878057003021
26835,0.2100655883550644,0.8132396936416626
26836,0.2551406919956207,0.6807491779327393
26837,0.020734472200274467,0.015027984045445919
26838,0.1609795093536377,0.45403140783309937
26839,0.09115803986787796,0.4616052508354187
26840,0.05535914748907089,0.07868129014968872
26841,0.37901175022125244,0.7836777567863464
26842,0.05360456183552742,0.13053297996520996
26843,0.0144314244389534,0.018086107447743416
26844,0.03841250762343407,0.39016222953796387
26845,0.012579433619976044,0.5726525187492371
26846,0.020634016022086143,0.7691433429718018
26847,0.25985950231552124,0.12717175483703613
26848,0.018456118181347847,0.5733277201652527
26849,0.37549400329589844,0.5825797915458679
26850,0.5888199806213379,0.6277289986610413
26851,0.017983095720410347,0.05706540495157242
26852,0.016547791659832,0.04136684536933899
26853,0.34203121066093445,0.4684620797634125
26854,0.005514475516974926,0.04663553833961487
26855,0.38009127974510193,0.7582323551177979
26856,0.018212802708148956,0.034551844000816345
26857,0.43874937295913696,0.1921013742685318
26858,0.05044178664684296,0.4574010968208313
26859,0.01662476733326912,0.052595533430576324
26860,0.11795674264431,0.0968475490808487
26861,0.039481423795223236,0.07896006852388382
26862,0.04247872903943062,0.18804560601711273
26863,0.1066611111164093,0.3056482672691345
26864,0.2368578314781189,0.33023127913475037
26865,0.0092834597453475,0.04544588550925255
26866,0.06796450167894363,0.48261281847953796
26867,0.1548488289117813,0.20760111510753632
26868,0.864945113658905,0.9448590278625488
26869,0.029012681916356087,0.17463566362857819
26870,0.7379248738288879,0.847916305065155
26871,0.009322123602032661,0.02963343821465969
26872,0.01657894439995289,0.13097482919692993
26873,0.043592654168605804,0.6486775279045105
26874,0.03959082067012787,0.07626482844352722
26875,0.39509209990501404,0.7115834355354309
26876,0.03404095023870468,0.056597378104925156
26877,0.05166751518845558,0.05761643499135971
26878,0.12676377594470978,0.081959068775177
26879,0.0014826356200501323,0.011979702860116959
26880,0.03153664246201515,0.0811414122581482
26881,0.004924211651086807,0.05855746567249298
26882,0.007770371623337269,0.03264496475458145
26883,0.07100585848093033,0.2415766417980194
26884,0.10388995707035065,0.19280460476875305
26885,0.1083475723862648,0.8876689076423645
26886,0.06218443810939789,0.7415516376495361
26887,0.7778041362762451,0.9109195470809937
26888,0.9133973121643066,0.9557767510414124
26889,0.007152734324336052,0.09873070567846298
26890,0.030576933175325394,0.21211875975131989
26891,0.5022066235542297,0.5953492522239685
